product_id,product_name,category,price,stock_quantity,rating
1056,Product_56,Toys,9226.55,131,2.9
1057,Product_57,Clothing,976.08,410,3.6
1058,Product_58,Clothing,2040.23,154,1.2
1059,Product_59,Electronics,547.75,460,3.5
1060,Product_60,Electronics,3320.77,455,4.1
1061,Product_61,Home,3947.91,232,3
1062,Product_62,Home,2786.36,380,2.4
1063,Product_63,Toys,8304.5,266,2.1
1064,Product_64,Clothing,3631.86,277,3.6
1065,Product_65,Clothing,2881.25,368,3.8
1066,Product_66,Electronics,5472.69,13,4.5
1067,Product_67,Books,1495.15,435,2.4
1068,Product_68,Toys,8041.75,406,4.1
1069,Product_69,Clothing,838.05,363,3.2
1070,Product_70,Electronics,9870.18,115,4.5
1071,Product_71,Home,7745.22,94,3.1
1072,Product_72,Clothing,2067.29,223,3.1
1073,Product_73,Toys,154.67,130,3.3
1074,Product_74,Home,8173.07,141,4
1075,Product_75,Toys,7097.89,347,4.9
1076,Product_76,Electronics,7317.17,206,1.3
1077,Product_77,Electronics,7735.58,28,1.2
1078,Product_78,Books,833.04,139,4.8
1079,Product_79,Electronics,3648.81,21,3.1
1080,Product_80,Clothing,1247.1,90,3.5
1081,Product_81,Books,8644.72,339,2.9
1082,Product_82,Electronics,6270.65,363,1.4
1083,Product_83,Clothing,3375.89,271,4.1
1084,Product_84,Books,729.23,401,4
1085,Product_85,Toys,3178.72,134,2.2
1086,Product_86,Electronics,3319.31,316,2.2
1087,Product_87,Clothing,7323.1,276,4.4
1088,Product_88,Clothing,6411.82,456,1.3
1089,Product_89,Electronics,8883.41,450,4.5
1090,Product_90,Books,4774.93,392,2
1091,Product_91,Clothing,1283.98,149,3.4
1092,Product_92,Clothing,7161.12,338,4.7
1093,Product_93,Books,7631.77,11,3.7
1094,Product_94,Electronics,5656.64,17,2.7
1095,Product_95,Toys,7732.58,259,3.8
1096,Product_96,Home,4988.58,148,2.4
1097,Product_97,Clothing,5275.06,133,2.1
1098,Product_98,Electronics,4332.66,318,5
1099,Product_99,Clothing,351.65,237,4
1100,Product_100,Clothing,1168.13,19,3.6
1101,Product_101,Books,411.15,478,2.4
1102,Product_102,Toys,6400.46,221,1.2
1103,Product_103,Electronics,3212.12,121,1.1
1104,Product_104,Books,5134.85,17,3.2
1105,Product_105,Toys,9084.91,301,4
1106,Product_106,Toys,2567.99,486,3.1
1107,Product_107,Electronics,4162.79,371,4.4
1108,Product_108,Toys,7579.96,469,1.1
1109,Product_109,Books,2365.1,262,2.5
1110,Product_110,Toys,862.1,23,1.9
1111,Product_111,Home,2968.54,249,2.8
1112,Product_112,Home,1696.09,447,1.3
1113,Product_113,Toys,9304.01,251,4.8
1114,Product_114,Home,8100.39,478,1.9
1115,Product_115,Clothing,6370.7,351,4.7
1116,Product_116,Home,8727.46,158,2.7
1117,Product_117,Toys,8056.35,245,4.9
1118,Product_118,Clothing,1947.04,315,3.2
1119,Product_119,Toys,8936.33,487,4.7
1120,Product_120,Books,5439.49,176,1
1121,Product_121,Clothing,8093.66,29,4
1122,Product_122,Home,8971.3,225,4.6
1123,Product_123,Books,3248.23,352,1.6
1124,Product_124,Clothing,1189.51,144,1.4
1125,Product_125,Home,2356.56,402,2.7
1126,Product_126,Clothing,4328.37,138,4.7
1127,Product_127,Books,8198.35,419,3.2
1128,Product_128,Toys,8621.23,431,3.1
1129,Product_129,Clothing,168.83,303,1.6
1130,Product_130,Home,5156.4,255,1
1131,Product_131,Toys,4232.37,198,4.2
1132,Product_132,Clothing,2298.87,53,1.4
1133,Product_133,Home,1286.67,95,3.5
1134,Product_134,Home,3442.39,53,4.7
1135,Product_135,Home,9434.81,339,1.8
1136,Product_136,Electronics,3299.71,384,3.7
1137,Product_137,Clothing,5236.03,455,1.3
1138,Product_138,Clothing,7059.89,387,3.4
1139,Product_139,Electronics,3699.93,399,1.7
1140,Product_140,Clothing,9720.64,154,3.9
1141,Product_141,Electronics,9628.23,60,2.2
1142,Product_142,Toys,2592.64,251,2.9
1143,Product_143,Books,5022.76,303,3.4
1144,Product_144,Toys,3078.7,417,1.7
1145,Product_145,Home,2919.92,60,4
1146,Product_146,Clothing,465.18,275,2.2
1147,Product_147,Clothing,6134.69,129,3.6
1148,Product_148,Home,5076.52,209,1.6
1149,Product_149,Home,609.64,414,3.8
1150,Product_150,Books,2858.6,257,1.5
1151,Product_151,Toys,9091.83,79,2.7
1152,Product_152,Home,2471.66,350,2
1153,Product_153,Clothing,1534.46,66,4
1154,Product_154,Electronics,4945.58,391,2
1155,Product_155,Toys,9857.94,48,4.5
1156,Product_156,Clothing,2496.35,481,4.6
1157,Product_157,Clothing,6754.14,298,1.8
1158,Product_158,Books,7640.03,452,3.5
1159,Product_159,Toys,2452.61,27,1.4
1160,Product_160,Home,7309.34,449,2.6
1161,Product_161,Clothing,3741.05,229,3.9
1162,Product_162,Home,6359.83,322,3.6
1163,Product_163,Home,6371.94,253,3.5
1164,Product_164,Home,5404.17,361,2.1
1165,Product_165,Clothing,993.87,469,2.5
1166,Product_166,Clothing,8369.49,313,1.4
1167,Product_167,Books,3275.72,307,3.9
1168,Product_168,Electronics,1946.53,292,3
1169,Product_169,Toys,503.67,83,3.8
1170,Product_170,Electronics,5949.84,119,2
1171,Product_171,Electronics,6807.89,189,2.3
1172,Product_172,Home,264.22,435,2.3
1173,Product_173,Electronics,5169.72,41,1.1
1174,Product_174,Clothing,2342.31,243,2.4
1175,Product_175,Electronics,6487.21,291,4.2
1176,Product_176,Books,1826.23,34,4.6
1177,Product_177,Toys,6940.28,340,3.1
1178,Product_178,Toys,3928.68,288,2.8
1179,Product_179,Clothing,9373.63,235,1.1
1180,Product_180,Electronics,1461.46,66,4.5
1181,Product_181,Home,3476.56,189,1.1
1182,Product_182,Clothing,1223.39,241,4.8
1183,Product_183,Home,9254.47,391,3
1184,Product_184,Clothing,8785.66,352,2.4
1185,Product_185,Electronics,2653.62,486,4.7
1186,Product_186,Clothing,6633.84,296,1.1
1187,Product_187,Clothing,8190.5,73,3.3
1188,Product_188,Books,5596.49,464,3.2
1189,Product_189,Home,5343.54,241,1.9
1190,Product_190,Clothing,2494.34,298,2.7
1191,Product_191,Home,1021.72,222,3.6
1192,Product_192,Electronics,8982.44,267,3.9
1193,Product_193,Toys,9014.14,27,1
1194,Product_194,Clothing,6367.7,184,4.7
1195,Product_195,Electronics,3456.39,426,1.7
1196,Product_196,Books,3557.17,238,1.9
1197,Product_197,Books,7286.96,235,2.1
1198,Product_198,Home,8981.39,93,1.2
1199,Product_199,Home,8882.16,300,1.5
1200,Product_200,Toys,7820.77,444,4.9
1201,Product_201,Home,6456.11,379,2.3
1202,Product_202,Electronics,932.99,255,1.5
1203,Product_203,Clothing,1700.12,411,1.4
1204,Product_204,Toys,8995.69,119,3.9
1205,Product_205,Home,6103.65,263,4.4
1206,Product_206,Toys,191.05,97,2
1207,Product_207,Books,1104.57,81,1.1
1208,Product_208,Electronics,6668.67,390,1.9
1209,Product_209,Home,150.11,39,1.2
1210,Product_210,Clothing,1692,181,1.4
1211,Product_211,Books,5532.46,318,2.7
1212,Product_212,Books,6949.76,403,1.9
1213,Product_213,Clothing,6554.42,352,3.1
1214,Product_214,Home,2320.27,445,2
1215,Product_215,Electronics,7150.57,186,4.8
1216,Product_216,Electronics,2448.77,148,4.6
1217,Product_217,Books,3321.46,203,3.3
1218,Product_218,Electronics,7490.26,195,2.4
1219,Product_219,Electronics,6531.37,227,2.5
1220,Product_220,Electronics,8507.31,173,2.6
1221,Product_221,Books,6610.37,170,3.9
1222,Product_222,Home,5726.26,440,2.8
1223,Product_223,Books,1027.38,22,4.4
1224,Product_224,Toys,3740.39,305,4.8
1225,Product_225,Toys,2725.5,98,2.3
1226,Product_226,Toys,2515.5,333,3.2
1227,Product_227,Clothing,9732.8,51,1.4
1228,Product_228,Books,3991.67,412,1.8
1229,Product_229,Home,8931.26,219,2.7
1230,Product_230,Books,6348.27,238,1.8
1231,Product_231,Books,7968.63,359,4.5
1232,Product_232,Electronics,5076.11,284,1.6
1233,Product_233,Toys,5811.35,451,2.8
1234,Product_234,Clothing,4975.93,288,3.4
1235,Product_235,Books,2032.91,260,3.8
1236,Product_236,Electronics,7252.28,319,2.5
1237,Product_237,Books,2879.65,217,4.5
1238,Product_238,Clothing,340.73,330,3.3
1239,Product_239,Toys,6490.18,149,2.8
1240,Product_240,Home,1853.4,289,1.3
1241,Product_241,Books,9410.54,43,2.9
1242,Product_242,Books,9543.89,318,4.3
1243,Product_243,Home,9157.16,401,3.5
1244,Product_244,Home,3764.57,27,4.3
1245,Product_245,Home,253.02,66,3
1246,Product_246,Toys,9290.35,121,1.5
1247,Product_247,Home,4339.02,14,1.1
1248,Product_248,Clothing,9669.88,419,2.2
1249,Product_249,Electronics,9639.84,423,3.8
1250,Product_250,Toys,8544.79,191,4.2
1251,Product_251,Home,3015.04,22,2.2
1252,Product_252,Home,3912.47,348,3
1253,Product_253,Home,8526.25,294,2.7
1254,Product_254,Home,3237.53,268,2.6
1255,Product_255,Clothing,1777.98,99,1.9
1256,Product_256,Books,5612.33,113,1.5
1257,Product_257,Home,9367.93,388,1.8
1258,Product_258,Clothing,6990.69,195,1.2
1259,Product_259,Home,5743.61,259,1.8
1260,Product_260,Toys,1062.05,264,1
1261,Product_261,Toys,6188.57,85,3.5
1262,Product_262,Electronics,9901.53,395,2.3
1263,Product_263,Home,1486.83,468,4.9
1264,Product_264,Home,5231.46,117,1.8
1265,Product_265,Toys,8785.99,165,2.4
1266,Product_266,Clothing,7433.61,91,2.4
1267,Product_267,Books,7000.46,86,1
1268,Product_268,Toys,7054.59,494,4.4
1269,Product_269,Books,3658.96,479,1.1
1270,Product_270,Electronics,3006.56,469,4.8
1271,Product_271,Books,8112.68,267,4.6
1272,Product_272,Toys,8120.12,136,3.1
1273,Product_273,Clothing,8684.02,494,3.2
1274,Product_274,Clothing,9141.08,400,3.6
1275,Product_275,Toys,5162.29,291,2.5
1276,Product_276,Home,5065.01,483,3.6
1277,Product_277,Clothing,8003.12,97,1.2
1278,Product_278,Clothing,6534.64,213,1.2
1279,Product_279,Books,7049.47,25,2.8
1280,Product_280,Toys,7978.35,160,3.2
1281,Product_281,Home,8911.05,433,4.6
1282,Product_282,Electronics,3446.15,263,1.4
1283,Product_283,Home,3818.27,197,4.3
1284,Product_284,Home,1030.42,338,1.8
1285,Product_285,Clothing,5824.97,41,2.6
1286,Product_286,Electronics,455.83,280,2.3
1287,Product_287,Home,4709.42,494,2.6
1288,Product_288,Toys,5472.18,406,1.6
1289,Product_289,Clothing,2936.76,14,3
1290,Product_290,Clothing,5949.25,468,4.2
1291,Product_291,Toys,401.95,339,2.8
1292,Product_292,Toys,469.75,317,3
1293,Product_293,Electronics,8243.75,342,4.4
1294,Product_294,Electronics,3665.89,178,3.8
1295,Product_295,Home,1357.9,190,3
1296,Product_296,Books,5270.21,375,2
1297,Product_297,Home,7722.94,187,4.5
1298,Product_298,Home,2236.63,152,3.3
1299,Product_299,Electronics,6266.62,371,1.9
1300,Product_300,Clothing,944.94,257,2.1
1301,Product_301,Home,611.65,136,4.2
1302,Product_302,Electronics,5360.41,272,1.2
1303,Product_303,Electronics,5452.29,49,5
1304,Product_304,Toys,6410.56,421,1.5
1305,Product_305,Books,7288.3,425,4.2
1306,Product_306,Toys,9760.94,364,2.6
1307,Product_307,Electronics,5211.37,264,3
1308,Product_308,Electronics,3297.27,152,4.5
1309,Product_309,Electronics,7972.34,249,2.7
1310,Product_310,Home,2781.24,237,3.1
1311,Product_311,Clothing,4445.82,350,1.2
1312,Product_312,Toys,876.72,207,1
1313,Product_313,Books,350.97,74,2
1314,Product_314,Home,9630.22,397,3.7
1315,Product_315,Home,8376.2,20,1.5
1316,Product_316,Toys,6990.14,117,1.5
1317,Product_317,Electronics,4148.63,35,2.6
1318,Product_318,Clothing,1815.61,454,3.6
1319,Product_319,Clothing,1648.73,430,3.8
1320,Product_320,Clothing,2577.4,160,1.7
1321,Product_321,Clothing,5537.34,230,1.3
1322,Product_322,Books,7174.5,350,4.8
1323,Product_323,Books,6635.95,246,2
1324,Product_324,Home,2871.35,246,4.4
1325,Product_325,Electronics,9553.17,228,4.5
1326,Product_326,Electronics,7405.18,496,4.1
1327,Product_327,Home,5588.11,433,1.7
1328,Product_328,Electronics,6156.04,470,4.3
1329,Product_329,Books,4254.04,160,4.1
1330,Product_330,Toys,2552.54,132,3.4
1331,Product_331,Electronics,3624.13,153,2.3
1332,Product_332,Books,7602.68,487,2.1
1333,Product_333,Electronics,242.5,198,1.5
1334,Product_334,Home,1249.12,264,3
1335,Product_335,Toys,555.43,77,3.3
1336,Product_336,Home,503.22,113,2.4
1337,Product_337,Toys,8569.06,345,2.9
1338,Product_338,Books,7066.21,168,2.5
1339,Product_339,Clothing,4794.32,318,3.6
1340,Product_340,Books,1068.56,371,4.6
1341,Product_341,Clothing,4967,418,1.7
1342,Product_342,Toys,4787.37,309,2.5
1343,Product_343,Toys,1814.7,405,1.6
1344,Product_344,Toys,4395.13,99,3.5
1345,Product_345,Toys,4045.2,366,3.9
1346,Product_346,Home,6196.92,265,4.7
1347,Product_347,Clothing,6387.43,362,2.1
1348,Product_348,Electronics,548.51,229,4.8
1349,Product_349,Clothing,3808.66,18,1.3
1350,Product_350,Clothing,6296.01,21,3.4
1351,Product_351,Electronics,5081.05,334,1.2
1352,Product_352,Books,8579.25,447,4.6
1353,Product_353,Home,6621.07,253,3.1
1354,Product_354,Home,1713.05,191,3.7
1355,Product_355,Toys,798.63,293,4.3
1356,Product_356,Electronics,6459.95,321,1.6
1357,Product_357,Home,362.46,108,1.2
1358,Product_358,Toys,5899.18,206,4.5
1359,Product_359,Clothing,9408.28,491,2.3
1360,Product_360,Home,5797.19,375,1.5
1361,Product_361,Toys,3942.88,235,2.9
1362,Product_362,Clothing,6468.55,342,3.4
1363,Product_363,Home,4636.7,112,1.1
1364,Product_364,Home,5501.61,115,2.1
1365,Product_365,Books,9420.5,374,1.1
1366,Product_366,Books,3922.42,377,2.7
1367,Product_367,Electronics,9615.79,67,4.6
1368,Product_368,Toys,9062.97,87,4.9
1369,Product_369,Toys,2038.33,84,3.5
1370,Product_370,Toys,786.68,51,1.6
1371,Product_371,Electronics,1097.7,431,4.6
1372,Product_372,Clothing,280.4,333,3.1
1373,Product_373,Electronics,1034.99,190,1.6
1374,Product_374,Toys,6861.77,42,4.7
1375,Product_375,Clothing,804.77,80,4
1376,Product_376,Books,3257.86,65,3.9
1377,Product_377,Home,8464.27,114,3.8
1378,Product_378,Books,330.39,209,1.8
1379,Product_379,Home,8163.24,110,1.8
1380,Product_380,Electronics,2890.36,265,3.8
1381,Product_381,Books,1269.83,316,1.9
1382,Product_382,Toys,6997.7,83,2.8
1383,Product_383,Toys,6326.53,180,4.1
1384,Product_384,Toys,8786.97,386,4.1
1385,Product_385,Toys,7377.2,152,2.8
1386,Product_386,Toys,8054.46,175,4.2
1387,Product_387,Home,2892.14,408,4.4
1388,Product_388,Clothing,1856.65,270,3.6
1389,Product_389,Electronics,7531.09,230,1.9
1390,Product_390,Electronics,8087.66,92,2.1
1391,Product_391,Books,9906,191,2.3
1392,Product_392,Books,4184.92,316,1.5
1393,Product_393,Toys,3782.98,19,2.1
1394,Product_394,Books,7786.49,405,1.8
1395,Product_395,Electronics,3473.96,13,2.8
1396,Product_396,Home,9314.5,360,4.6
1397,Product_397,Clothing,8598.29,411,1.4
1398,Product_398,Home,4347.04,345,3.9
1399,Product_399,Books,7533.62,497,3.7
1400,Product_400,Toys,7569.97,301,1.4
1401,Product_401,Electronics,1120.93,290,4.7
1402,Product_402,Books,9035.27,224,3.3
1403,Product_403,Electronics,5102,469,2.5
1404,Product_404,Home,8281.93,107,4
1405,Product_405,Clothing,3268.49,429,2
1406,Product_406,Clothing,8965.68,110,3.8
1407,Product_407,Home,3953.1,460,1.2
1408,Product_408,Home,207.29,18,4.4
1409,Product_409,Electronics,9063.28,70,2.8
1410,Product_410,Books,1003.74,318,3.5
1411,Product_411,Home,3261.21,155,1.9
1412,Product_412,Electronics,9505.61,436,3.7
1413,Product_413,Toys,9511.01,428,4.1
1414,Product_414,Toys,5777.04,72,2.9
1415,Product_415,Home,6355.19,130,3.5
1416,Product_416,Clothing,4539.61,235,2.8
1417,Product_417,Clothing,3002.79,114,4.6
1418,Product_418,Books,3353.78,471,3
1419,Product_419,Toys,6757.93,269,4.4
1420,Product_420,Electronics,7548.51,358,4.2
1421,Product_421,Electronics,7936.63,434,2.6
1422,Product_422,Books,7917.22,264,1.9
1423,Product_423,Home,1002.94,438,2.6
1424,Product_424,Electronics,4994.76,443,4.3
1425,Product_425,Home,669.83,216,1.9
1426,Product_426,Toys,5540.34,37,3.1
1427,Product_427,Toys,4471.15,179,4.2
1428,Product_428,Home,8888.27,345,2.4
1429,Product_429,Home,3574.06,85,3.6
1430,Product_430,Home,1258.96,125,2
1431,Product_431,Clothing,1515.62,78,1.4
1432,Product_432,Home,7638.96,363,4.2
1433,Product_433,Home,6220.36,243,1.4
1434,Product_434,Clothing,1101.11,10,2.1
1435,Product_435,Home,932.66,176,4.4
1436,Product_436,Books,7039.59,361,2.4
1437,Product_437,Toys,820.35,227,4.9
1438,Product_438,Toys,8236.41,282,4.9
1439,Product_439,Clothing,7091.8,377,2.1
1440,Product_440,Electronics,905.35,260,1.2
1441,Product_441,Electronics,939.89,356,3.8
1442,Product_442,Electronics,9867.73,353,2.8
1443,Product_443,Home,3805.28,428,1.4
1444,Product_444,Toys,3769.36,183,3.8
1445,Product_445,Home,8146.72,179,1.1
1446,Product_446,Electronics,9477.76,255,4.5
1447,Product_447,Clothing,9861.41,432,1.6
1448,Product_448,Toys,7558.44,99,1.5
1449,Product_449,Toys,3824.97,58,1.7
1450,Product_450,Books,926.66,455,4.8
1451,Product_451,Electronics,7793.75,303,3.8
1452,Product_452,Electronics,5628.2,416,4.2
1453,Product_453,Books,4299.8,159,2.6
1454,Product_454,Toys,9072.91,141,2.3
1455,Product_455,Toys,1200.86,442,1.9
1456,Product_456,Clothing,4976.99,68,2.9
1457,Product_457,Clothing,212.4,466,3.2
1458,Product_458,Home,4739.74,333,3.5
1459,Product_459,Home,657.4,208,2
1460,Product_460,Books,1276.3,224,4.8
1461,Product_461,Home,1263.51,395,1.7
1462,Product_462,Clothing,6527.18,58,4.9
1463,Product_463,Clothing,7485.84,481,1.1
1464,Product_464,Books,5875.35,241,2.9
1465,Product_465,Books,9625.51,256,2.3
1466,Product_466,Electronics,3811.22,391,2.8
1467,Product_467,Toys,2928.55,488,3.3
1468,Product_468,Toys,8699.13,248,2.7
1469,Product_469,Books,2313.6,424,2.7
1470,Product_470,Books,9635.9,376,3.9
1471,Product_471,Home,220.33,177,3.7
1472,Product_472,Electronics,9701.8,57,4.3
1473,Product_473,Home,527.28,60,2
1474,Product_474,Toys,8922.32,308,3.4
1475,Product_475,Home,5324.24,107,3.3
1476,Product_476,Books,9930.35,448,2.5
1477,Product_477,Clothing,830.59,225,2.9
1478,Product_478,Toys,5583.16,186,2.3
1479,Product_479,Electronics,9696.1,389,1.6
1480,Product_480,Toys,5278.67,483,1.9
1481,Product_481,Home,6331.05,89,1.4
1482,Product_482,Books,6987.91,194,3.7
1483,Product_483,Toys,4599.96,376,3.6
1484,Product_484,Books,6312.82,470,4.8
1485,Product_485,Home,5884.71,408,3.9
1486,Product_486,Clothing,9021.46,36,1.2
1487,Product_487,Toys,549.92,461,4.5
1488,Product_488,Clothing,2881.54,473,4.5
1489,Product_489,Toys,9509.07,457,2.8
1490,Product_490,Clothing,8913.61,487,3.3
1491,Product_491,Home,4611,423,4.9
1492,Product_492,Toys,6239.31,429,3.1
1493,Product_493,Home,2846.07,204,4.6
1494,Product_494,Electronics,1962.4,223,1.3
1495,Product_495,Toys,4690.61,378,1.8
1496,Product_496,Electronics,3598.19,351,2.8
1497,Product_497,Books,5878.2,123,3.3
1498,Product_498,Clothing,869.57,251,4.3
1499,Product_499,Toys,9746.51,133,5
1500,Product_500,Home,9863.49,314,2.6
1501,Product_501,Toys,7011.8,85,1.2
1502,Product_502,Toys,5407.35,320,4.2
1503,Product_503,Books,3164.32,478,3.4
1504,Product_504,Clothing,8156.57,321,1.8
1505,Product_505,Home,6878.84,205,3
1506,Product_506,Toys,1709.91,360,4
1507,Product_507,Home,9118.18,53,4.1
1508,Product_508,Clothing,8243.12,424,3
1509,Product_509,Books,9503.02,195,2.2
1510,Product_510,Clothing,7284.62,352,4.9
1511,Product_511,Home,6172.81,255,3.7
1512,Product_512,Electronics,4240.61,446,2.6
1513,Product_513,Toys,9334.01,93,2.1
1514,Product_514,Clothing,8674.03,216,3.9
1515,Product_515,Electronics,547.66,160,2
1516,Product_516,Home,361.03,165,1.7
1517,Product_517,Books,3826.99,25,3.1
1518,Product_518,Toys,8124.48,174,2.2
1519,Product_519,Toys,9874.03,414,3.5
1520,Product_520,Home,1589.13,472,1.5
1521,Product_521,Books,5981.89,154,3.6
1522,Product_522,Electronics,3870.82,46,2.1
1523,Product_523,Electronics,9702.15,342,1
1524,Product_524,Home,8436.98,412,1.5
1525,Product_525,Clothing,8399.45,423,4.7
1526,Product_526,Electronics,4740.06,54,4.5
1527,Product_527,Clothing,4206.71,411,1.9
1528,Product_528,Home,2806.73,215,4.1
1529,Product_529,Home,658.12,71,3.4
1530,Product_530,Electronics,8660.75,429,4.9
1531,Product_531,Home,8147.72,365,2.5
1532,Product_532,Books,9997.2,477,3.7
1533,Product_533,Home,9966.7,317,1.3
1534,Product_534,Toys,5598.77,28,2.6
1535,Product_535,Electronics,7712.98,374,4.9
1536,Product_536,Toys,9453.18,309,3.2
1537,Product_537,Books,8511.51,16,2.2
1538,Product_538,Toys,2548.75,258,1.5
1539,Product_539,Toys,4560.39,437,3.8
1540,Product_540,Electronics,1378.68,126,3.6
1541,Product_541,Toys,9545.11,77,2.5
1542,Product_542,Electronics,6101.13,43,4.8
1543,Product_543,Electronics,2363.56,203,1.1
1544,Product_544,Toys,6749.84,334,2.2
1545,Product_545,Home,6219.47,64,4.7
1546,Product_546,Books,3645.81,275,2.3
1547,Product_547,Toys,1224.22,489,2
1548,Product_548,Home,6748.57,51,3.1
1549,Product_549,Books,5251.05,306,4.3
1550,Product_550,Electronics,7745.95,470,1.4
1551,Product_551,Clothing,5249.62,240,4.8
1552,Product_552,Books,8536.6,462,4.2
1553,Product_553,Home,5563.88,387,1.7
1554,Product_554,Toys,5653.29,403,3.8
1555,Product_555,Home,8778.87,19,2.5
1556,Product_556,Clothing,4094.48,367,2.6
1557,Product_557,Home,1426.75,484,4.1
1558,Product_558,Home,384.95,453,4.9
1559,Product_559,Home,7575.86,137,1.5
1560,Product_560,Home,6241.06,188,2.7
1561,Product_561,Toys,7070.39,414,2.9
1562,Product_562,Home,2208.35,401,2.5
1563,Product_563,Clothing,1450.08,202,2.5
1564,Product_564,Home,243.99,101,1.2
1565,Product_565,Clothing,3570.82,378,3.7
1566,Product_566,Electronics,5940.19,240,2.7
1567,Product_567,Electronics,3983.22,87,1.8
1568,Product_568,Books,4431,94,4.3
1569,Product_569,Home,9051.17,39,4.2
1570,Product_570,Books,3547.73,222,2.9
1571,Product_571,Electronics,5188.5,58,2.2
1572,Product_572,Books,7858.16,274,3.6
1573,Product_573,Books,4025.77,154,2.2
1574,Product_574,Clothing,6258.66,78,1.9
1575,Product_575,Home,8637.4,67,3.9
1576,Product_576,Home,9500.25,194,1.2
1577,Product_577,Electronics,1556.03,71,1.4
1578,Product_578,Books,9273.22,488,1
1579,Product_579,Home,4971.95,317,1.6
1580,Product_580,Books,2656.62,454,1.3
1581,Product_581,Books,4645.44,305,5
1582,Product_582,Electronics,9802.32,175,2.2
1583,Product_583,Electronics,4976.92,180,1.6
1584,Product_584,Toys,3354.64,72,2
1585,Product_585,Home,6370.67,156,4.7
1586,Product_586,Electronics,2477.44,493,3.1
1587,Product_587,Toys,851.05,315,2.5
1588,Product_588,Electronics,1375.91,170,4.5
1589,Product_589,Books,1367.65,150,2.6
1590,Product_590,Books,1603.84,343,2.3
1591,Product_591,Toys,1474.39,106,1.8
1592,Product_592,Books,6444.66,455,2.5
1593,Product_593,Books,1900.61,230,2.3
1594,Product_594,Books,3522.11,52,3.7
1595,Product_595,Home,8978.21,442,2.2
1596,Product_596,Home,4792.22,301,3.3
1597,Product_597,Electronics,6708.82,387,1.3
1598,Product_598,Home,1805.97,117,1.8
1599,Product_599,Toys,2003.66,275,2.6
1600,Product_600,Toys,504.6,104,4.7
1601,Product_601,Electronics,1772.46,271,2.5
1602,Product_602,Books,2858.04,322,3.7
1603,Product_603,Electronics,1852.4,394,2
1604,Product_604,Books,978.16,80,1.5
1605,Product_605,Toys,1294.3,451,1.2
1606,Product_606,Electronics,4661.71,228,2.2
1607,Product_607,Electronics,2142.7,30,1.6
1608,Product_608,Clothing,3706.27,101,1.7
1609,Product_609,Electronics,5083.83,136,4
1610,Product_610,Books,6934.91,89,1.1
1611,Product_611,Toys,489.19,321,3.2
1612,Product_612,Electronics,8014.16,247,2.5
1613,Product_613,Toys,6316.21,480,3
1614,Product_614,Books,909.41,381,3.3
1615,Product_615,Clothing,8748.43,413,2.3
1616,Product_616,Books,9216.64,495,2.2
