order_item_id,order_id,product_id,quantity,price_each,discount_applied
30368,24446,1120,4,1982.73,No
30369,23947,3306,3,667.75,Yes
30370,24454,5112,3,1081.06,Yes
30371,24668,2059,4,354.95,No
30372,20311,5850,1,2247.31,No
30373,20968,4310,1,4052.52,No
30374,20794,1034,4,2971.25,Yes
30375,23302,4592,2,3071.09,No
30376,24153,5741,2,1082.86,Yes
30377,23737,2293,3,1785.08,Yes
30378,20129,4903,2,4241.69,Yes
30379,20396,3100,1,530.5,No
30380,24985,5619,4,4303.86,Yes
30381,22107,3415,2,2470.08,No
30382,22885,2817,4,4202.02,No
30383,20266,5139,2,1658.23,Yes
30384,21456,2330,3,1760.33,No
30385,22080,4671,1,3782.86,No
30386,22096,3324,3,3946.48,No
30387,22517,4479,4,1225.26,No
30388,21621,2953,1,4867.07,Yes
30389,23704,2484,1,514,Yes
30390,21354,3089,3,435.66,Yes
30391,22042,3946,2,3017.97,Yes
30392,24224,2154,3,3641.43,No
30393,22085,1423,4,4808.34,No
30394,23464,1494,2,2084.23,Yes
30395,20098,4429,3,223.93,No
30396,22133,4693,3,3054.19,No
30397,24152,2853,2,1519.51,No
30398,21327,4265,2,2221.44,No
30399,20779,3458,2,2493.5,No
30400,23139,4935,3,416.11,Yes
30401,24585,4337,2,2481.31,No
30402,24997,3251,2,2188.97,No
30403,20885,5073,2,3591.47,Yes
30404,22306,5662,1,3263.76,No
30405,22266,5083,4,1007.56,Yes
30406,22329,4598,2,1110.08,Yes
30407,21254,2925,4,1329.93,Yes
30408,22475,5307,2,976.86,Yes
30409,24531,3404,2,3320.34,Yes
30410,21305,2971,1,4972.71,Yes
30411,22208,3811,1,3295.33,Yes
30412,24053,1629,2,3072.74,Yes
30413,23496,3501,2,2108.65,No
30414,21363,4687,2,1631.64,Yes
30415,21591,2711,4,4564.26,Yes
30416,22341,4204,2,4848.11,No
30417,23878,3931,4,2534.2,No
30418,20265,2555,1,1521.98,Yes
30419,22170,5403,4,3873.6,Yes
30420,20712,5633,2,749.04,Yes
30421,23075,1354,1,3851.38,Yes
30422,22501,2819,3,4112.85,No
30423,22269,2438,1,712.03,No
30424,24607,4117,3,4886.62,Yes
30425,22729,3598,4,4929.01,Yes
30426,20776,3647,1,4689.93,Yes
30427,22613,3967,1,2530.57,No
30428,23978,3507,1,1305.76,No
30429,20682,5981,4,2951.85,No
30430,23984,3341,2,2157.68,Yes
30431,20734,2496,4,1109.15,No
30432,22006,2380,1,2176.01,Yes
30433,23598,1834,2,3353.06,No
30434,23538,3156,1,447.48,Yes
30435,23780,4435,1,1733.75,No
30436,21286,3771,3,187.19,Yes
30437,22188,4462,1,3772.53,No
30438,20007,3071,4,3239.39,No
30439,20980,4037,4,407.09,No
30440,22464,3975,4,4827.21,Yes
30441,23228,3682,2,210.85,No
30442,24708,4919,3,2990.81,No
30443,20167,2161,3,3904.2,Yes
30444,21936,3631,1,3960.69,Yes
30445,23587,4926,1,268,Yes
30446,22714,2379,3,4541.43,Yes
30447,20053,1309,2,4600.41,Yes
30448,21007,5003,4,2850.81,No
30449,23450,1699,1,2462.21,Yes
30450,24819,3075,3,319.85,Yes
30451,22008,5801,2,2853.58,Yes
30452,21529,2011,4,2105.96,No
30453,22360,1188,1,3886.75,No
30454,24350,1812,4,2079.03,Yes
30455,24191,5334,4,3449.55,Yes
30456,23180,2285,3,596.9,No
30457,20722,1279,3,751.47,Yes
30458,22914,1445,4,784.58,Yes
30459,20955,4482,4,323.07,No
30460,20617,6000,1,2752.51,Yes
30461,20872,5104,2,3990.44,No
30462,23809,2196,2,3091.01,No
30463,21313,5104,4,2917.28,Yes
30464,22784,5485,3,3435.06,No
30465,21805,1543,2,1764.26,Yes
30466,24915,1561,4,1873.57,No
30467,23362,5345,3,1639.92,No
30468,21351,2315,1,3589.33,No
30469,24193,1108,2,892.04,No
30470,23960,2769,1,163.82,No
30471,20424,3509,3,3021.36,No
30472,23020,2617,4,4717.67,No
30473,24886,3616,1,3086.1,Yes
30474,22782,2599,4,3936.32,Yes
30475,21309,1668,2,3396.67,No
30476,20099,2448,1,2537.44,Yes
30477,22200,1768,2,3620.12,No
30478,24655,2964,2,4138.11,No
30479,20593,2719,2,1201.19,Yes
30480,20006,2383,2,1747.04,Yes
30481,22573,3061,2,1196.26,Yes
30482,23620,3288,3,2315.65,No
30483,22002,2265,1,4436.82,No
30484,24362,3275,4,1791.51,Yes
30485,20514,5769,4,1934.89,No
30486,20853,2056,3,4315.8,Yes
30487,22398,1365,4,2625.33,No
30488,23245,3266,4,2723.7,Yes
30489,23623,3860,4,4317.93,Yes
30490,20275,3732,1,2503.58,No
30491,24136,4251,4,3439.63,No
30492,20292,3282,1,519.66,No
30493,21131,5628,4,975.3,No
30494,22124,4284,4,2081.44,Yes
30495,22740,2641,1,2524.71,No
30496,21865,5845,3,4832.1,No
30497,22214,5777,4,4856.19,Yes
30498,21897,5570,2,4270.87,Yes
30499,23497,3161,2,1646.43,Yes
30500,23241,5384,3,4823.74,Yes
30501,21469,4286,2,3477.77,Yes
30502,20417,2017,1,2025.41,No
30503,20269,5205,4,3538.21,Yes
30504,24873,4561,4,180.96,Yes
30505,20458,3876,4,816.16,No
30506,24632,4553,4,4165.46,No
30507,22854,4723,2,3263.31,Yes
30508,20003,3187,2,1884.55,Yes
30509,23382,2252,2,2553.27,No
30510,20255,3320,1,4535.2,Yes
30511,20531,3670,2,3194.73,No
30512,22777,1705,2,2050.93,No
30513,21811,5723,4,689.6,No
30514,23633,2936,2,1539.36,No
30515,20060,1230,3,4893.87,No
30516,20241,1614,3,2243.08,Yes
30517,21741,4074,4,2412.01,No
30518,21446,3916,2,2543.13,Yes
30519,22368,1555,3,4432.11,No
30520,23431,5112,3,3059.25,Yes
30521,24652,4675,1,3499.02,No
30522,21149,1645,4,2008.13,Yes
30523,23414,5304,3,242.53,No
30524,20879,5672,3,4661.77,No
30525,20410,2533,4,4750.73,No
30526,24949,3353,2,4750.85,No
30527,20861,4519,4,4724.07,Yes
30528,24507,1841,1,4094.69,Yes
30529,22354,1980,1,3454.52,No
30530,24523,5009,1,4238.1,No
30531,23953,4421,3,3042.68,No
30532,22367,3684,2,758.41,No
30533,23243,1687,1,2016.97,Yes
30534,23373,3627,4,4859.35,No
30535,23270,2810,1,1820.58,Yes
30536,24301,1585,3,4352.36,No
30537,21669,5831,1,556.74,No
30538,21151,3288,2,1737.5,No
30539,22996,3171,1,1819.67,No
30540,21607,3823,2,352.85,No
30541,24336,5193,2,683.56,No
30542,24939,5433,4,1046.51,No
30543,23741,1244,2,4205.3,No
30544,21273,5064,3,410.67,No
30545,23801,1020,3,1563.63,Yes
30546,21733,4275,2,149.86,Yes
30547,21918,5653,2,3508.58,Yes
30548,23392,5246,1,3139.49,No
30549,23078,5066,1,3260.41,No
30550,23710,4034,4,1934.48,No
30551,23345,1291,1,1120.51,No
30552,20829,4934,3,3629.57,No
30553,21407,4101,1,4074.48,No
30554,22023,5281,4,779.15,Yes
30555,20566,4707,4,2485.46,Yes
30556,23893,5320,2,1318.71,Yes
30557,21056,5184,4,923.72,No
30558,21459,1940,2,3698.19,Yes
30559,24706,5776,3,2736.67,No
30560,23935,3271,3,1159.31,No
30561,24254,1505,1,1619,No
30562,20465,1644,4,4836.6,No
30563,24491,4880,3,4258.53,No
30564,20939,5009,2,4411.74,No
30565,22293,4185,4,2354.06,No
30566,23905,3861,4,3156.66,Yes
30567,23064,4170,2,1946.16,No
30568,21149,5496,4,480.79,Yes
30569,22221,4656,4,2065.24,No
30570,22119,2914,3,3010.51,Yes
30571,23758,5132,2,1507.01,Yes
30572,23708,5078,3,4254.96,Yes
30573,23858,4616,2,840.39,Yes
30574,23434,3086,1,1898.93,Yes
30575,22237,1915,4,712.03,No
30576,22668,1179,4,2083.68,No
30577,23718,2954,3,294.34,Yes
30578,24503,3126,4,1435.49,No
30579,23836,2086,4,2063.6,Yes
30580,20024,4960,3,2443.01,No
30581,22651,4009,3,2764.11,No
30582,21718,5928,2,1447.46,Yes
30583,23835,2765,1,2662.9,No
30584,24042,3610,3,2594.12,Yes
30585,22290,2440,2,1649.27,No
30586,22994,4659,3,4167.98,Yes
30587,20233,2917,2,2773.64,No
30588,21816,2616,1,1728.12,Yes
30589,21492,4368,2,4741.96,Yes
30590,23618,1457,2,4241.05,Yes
30591,22582,2383,4,4914.68,No
30592,20395,2176,3,3491.95,No
30593,21365,4217,2,1953.29,Yes
30594,23062,2570,3,1476.22,No
30595,22578,5722,2,3350.26,Yes
30596,21058,3977,4,4906,Yes
30597,24098,3636,4,3170.9,Yes
30598,21688,2420,1,4419.91,Yes
30599,22004,4363,2,1712.61,Yes
30600,21417,5470,4,2094.07,No
30601,20226,1307,3,4540.75,Yes
30602,21778,5421,2,3808.65,Yes
30603,21278,3647,2,4908.91,No
30604,21654,1949,1,3896.34,Yes
30605,22825,5741,3,2297.73,No
30606,22888,1247,1,2702.23,Yes
30607,22184,2401,2,4512.53,No
30608,20914,1073,1,2803.07,No
30609,21870,5774,2,1351.45,Yes
30610,21218,4002,2,2234.54,Yes
30611,20727,4688,1,2629.95,Yes
30612,22207,2234,1,573.93,No
30613,22956,1921,2,3744.44,No
30614,20486,1271,1,635.83,No
30615,20583,3922,1,2084.1,No
30616,23458,5702,2,4042.65,Yes
30617,20284,3826,3,2391.09,Yes
30618,23506,4957,1,4225.88,Yes
30619,21860,1123,1,1775.22,Yes
30620,23465,2325,4,4792.42,No
30621,20355,1020,3,1126.4,No
30622,22672,5640,1,287.49,No
30623,22052,2012,2,4374.89,No
30624,22122,1121,4,3785.79,No
30625,22559,4099,4,1236.72,Yes
30626,22770,3341,4,4925.23,No
30627,24978,1481,1,2561.17,Yes
30628,21608,3787,2,4760.22,No
30629,21112,2179,4,2574.64,No
30630,20830,2643,3,2412.19,Yes
30631,21214,4448,4,2300.78,Yes
30632,24134,5694,4,1740.89,No
30633,22061,1647,3,2715.14,Yes
30634,22501,5350,4,2317.52,No
30635,21049,3374,4,280.06,Yes
30636,24094,4216,3,1376.13,Yes
30637,22270,3448,1,1144.3,Yes
30638,23473,2773,3,4350.43,Yes
30639,23255,2287,1,3034.46,Yes
30640,23466,2990,1,3842.05,Yes
30641,24258,3188,1,4788.45,No
30642,20042,3220,3,3255.79,No
30643,23797,3380,3,4914.79,Yes
30644,24424,2127,1,1627.64,Yes
30645,20739,2603,3,1012.71,Yes
30646,24293,3788,1,2076.22,Yes
30647,21324,1534,3,2406.92,Yes
30648,21731,3341,2,4487.27,No
30649,24840,1487,3,2843.71,Yes
30650,22477,5546,3,1531.69,No
30651,24663,3032,3,3738.91,No
30652,20044,1529,1,2578.58,Yes
30653,24258,5457,1,894.45,Yes
30654,21483,2236,2,2926.42,No
30655,24132,2086,2,4565.83,No
30656,24114,4860,4,4228.85,No
30657,22586,4725,2,2975.37,No
30658,24422,1638,1,1947.71,No
30659,22422,2332,2,526.2,No
30660,23959,3314,2,2401.28,Yes
30661,24323,1256,3,3785.19,Yes
30662,23592,1695,2,1865.34,No
30663,20705,1345,4,1253.69,Yes
30664,20322,1295,3,4663.76,Yes
30665,23794,4209,1,4125.62,Yes
30666,21410,2039,4,3227.55,No
30667,24859,2274,1,770.24,Yes
30668,21277,5271,4,810.05,No
30669,23645,4183,3,605.78,No
30670,21401,3847,4,3119.85,Yes
30671,21526,3184,4,666.26,No
30672,20025,3363,2,4228.87,Yes
30673,20873,5274,1,4965.53,No
30674,21240,3698,3,1895.11,No
30675,22279,4066,4,2322.98,No
30676,20519,5427,1,3587.17,No
30677,23606,3522,1,4692.05,Yes
30678,24595,5459,2,4481.06,Yes
30679,23411,5062,1,382.2,No
30680,24934,3366,3,928.45,No
30681,24398,2077,2,3797.53,Yes
30682,20404,5423,4,3475.58,No
30683,22149,3825,3,752.77,Yes
30684,22291,5157,3,2560.12,Yes
30685,22496,4016,3,3925.99,No
30686,22677,4019,2,1172.03,Yes
30687,24044,1218,1,4369.31,Yes
30688,21721,3250,3,359.56,Yes
30689,20721,1560,1,3932.76,No
30690,24161,4003,1,3117.51,No
30691,20905,1741,3,1644.48,Yes
30692,22231,3209,1,3632.57,Yes
30693,24714,3998,2,3933.59,No
30694,22140,3837,2,4676.1,No
30695,24598,4938,4,1902.1,Yes
30696,22593,2576,1,3461.48,No
30697,23094,4340,1,3052.82,No
30698,22949,1438,4,2673.51,Yes
30699,22709,2440,2,4463.04,No
30700,22306,1904,4,115.52,No
30701,22354,4949,4,1482.35,Yes
30702,21466,1448,4,2737.56,No
30703,21647,5703,1,973.64,No
30704,21290,1935,1,4548.55,No
30705,22260,1887,1,3273.22,No
30706,21475,5167,1,2441.63,Yes
30707,20347,4531,3,4092.04,No
30708,21389,5282,4,2309.34,No
30709,20578,4609,4,2837.4,Yes
30710,23052,2627,1,113.48,Yes
30711,24976,1445,2,1891.93,No
30712,23611,1020,3,780.07,No
30713,22907,2381,3,3479.47,No
30714,23460,2258,2,2447.23,Yes
30715,21066,2970,1,1578.61,No
30716,24974,5383,3,2392.38,No
30717,24585,2962,3,1127.19,No
30718,23457,2451,4,4632.92,Yes
30719,24813,2052,4,364.47,No
30720,22175,1802,1,4340.54,No
30721,23477,4891,1,2605.66,Yes
30722,21665,5042,4,3132.84,Yes
30723,24956,3093,4,1582.77,No
30724,24940,1465,4,4836.82,No
30725,22908,1737,2,1481.07,Yes
30726,21256,4451,3,2985.5,No
30727,24480,5903,1,4967.74,No
30728,22580,4538,1,4417.36,Yes
30729,20137,4158,2,2728.02,No
30730,20766,3317,4,4952.84,No
30731,21395,1752,3,3536.71,Yes
30732,24888,5600,4,1122.63,Yes
30733,21432,5789,1,2087.42,No
30734,21474,2990,2,1739.02,Yes
30735,23021,3502,3,1785.67,Yes
30736,22110,2596,3,3826.24,Yes
30737,23942,3310,3,2962.89,Yes
30738,21748,1235,3,286.65,Yes
30739,20595,4136,2,4399.5,No
30740,24436,5513,1,1554.3,Yes
30741,24906,5601,3,4985.67,Yes
30742,22048,5609,3,4775.53,No
